tweet_id,account_name,user_id,timestamp,text,links,repiles,retweets,favorites
971641493617299456,degloved,2320033684,10:59 PM - 7 Mar 2018,march morning  full of holes woodpecker silence  ,,Null,1,5
971638732293136384,Haiku Hare,1345880526,10:48 PM - 7 Mar 2018,I dont need a God to force me to do good deeds. That’s just who I am.  ,,Null,3,3
971631502621585409,Haiku Hare,1345880526,10:19 PM - 7 Mar 2018,I tweet about Life. Death will take me soon enough. I’m in no hurry...  ,,Null,2,4
971611804538257409,The Lively Cully Martin,965729795148431361,9:01 PM - 7 Mar 2018,Tho' know wrong from right... Heed Satan's hailing whispers. And eat the cookies. ,,Null,2,3
971567493163700224,Eric Buchert,758008193528324096,6:05 PM - 7 Mar 2018,Crow-like cries echo In the tranquil gloom of night. Kenku sneak thieves skulk.  ,,Null,4,26
971561321547395073,morning haiku,3127064720,5:40 PM - 7 Mar 2018,it is not lost. it dropped from the fig tree last night.  there. at your feet. - d.a bennett  ,,Null,8,12
971531357682794496,Empire BMX,24459207,3:41 PM - 7 Mar 2018,blacklist DMC? also  ignore Mat Hoffman? EAT SHIT U.C.I.  ,,Null,6,16
971529275324104704,Yolo Swaggins,3010706460,3:33 PM - 7 Mar 2018,real wisdom now  that is the prize none of this  cheeky human shit  -daethedomain ,,Null,1,3
971507511714082817,Will Haywood,15335826,2:06 PM - 7 Mar 2018,A ,,Null,4,10
971495841100914688,Eve Castle Poet,800895182,1:20 PM - 7 Mar 2018,sleep deserts me I lie still and wait for first light ponder mountains  ,,Null,3,9
971492917566164993,Lisa Marie Shepherd,4849406597,1:08 PM - 7 Mar 2018,As the sun sets you  call me a wildflower  and toast old mistakes  ,,Null,6,10
971480950893895680,Polona Oblak,181523036,12:21 PM - 7 Mar 2018,Null,,Null,9,11
971458340017655809,Earl R. Keener,1935834500,10:51 AM - 7 Mar 2018,dog days everyone wears a watermelon smile  ,,Null,3,4
971454669850472448,The Lively Cully Martin,965729795148431361,10:36 AM - 7 Mar 2018,The squeal of tires. Screams. Glass and blood tells me you're gone. Our last kiss: still moist.  ,,Null,3,5
971453585476079616,ant ant ant ant ant,1388516370,10:32 AM - 7 Mar 2018,standing on phone books for a better angle a map of the world  ,,Null,3,10
971425345869111296,Eve Castle Poet,800895182,8:40 AM - 7 Mar 2018,tempted to pen spring haiku about the night breeze strums me to sleep  ,,Null,3,7
971421221622513664,Naviar Records,2274382471,8:24 AM - 7 Mar 2018,naviarhaiku218 - a new music challenge starts today. Seven days to make music inspired by the ,https://buff.ly/2G0zGAh,Null,10,8
971398544384053250,In Seventeen,899691367433162752,6:53 AM - 7 Mar 2018,Only by drowning do you come to understand  the depths of ocean. ,,Null,11,38
971397620747980800,A,1645192772,6:50 AM - 7 Mar 2018,A (probing) question: Why is ,,Null,39,17
971585018723225602,j matthew waters,24095762,7:14 PM - 7 Mar 2018,trains and bicycles some of many things I like contemplative rides  ,,Null,3,3
971573119612833793,Haiku Hare,1345880526,6:27 PM - 7 Mar 2018,4th Love If Honk Then Programmers would get this joke in the 70s...  ,,Null,3,2
971550030812405760,αηδΓεω_τλε_αβΗθΓΓεδ🌹,945845140765265921,4:55 PM - 7 Mar 2018,Life is but a blur I know not how I got here Progresses so fast  ,,Null,2,2
971506151434022912,Sondra,309762859,2:01 PM - 7 Mar 2018,spring fever he missed the same belt loop two days in a row  ,,Null,4,7
971470131825004545,Mark Gladman,2386747452,11:38 AM - 7 Mar 2018,. . i look at the sky sunrise knows i think of you clouds are blushing pink ,,Null,3,13
971468069414559744,Steven Chernick,262045518,11:30 AM - 7 Mar 2018,still together  halfway down the block  windblown leaves    ,,Null,3,5
971445506688847873,Shrikaanth K Murthy,3729228675,10:00 AM - 7 Mar 2018,spring rain the earth yielding to dad’s knees   My winning haiku placed third in the Martin Lucas ,,Null,3,3
971431459289423875,Jenn R-J,36666530,9:04 AM - 7 Mar 2018,Ears tuned into storm Hailing whispers through the fear  That offer wisdom  ,,Null,3,7
971416579408719872,Julie Gomez,492604254,8:05 AM - 7 Mar 2018,chunks of ice along the eaves thaw and refreeze   ,,Null,10,39
971408243309264897,A,1645192772,7:32 AM - 7 Mar 2018,A (probing) request What will the world do to end the occupation?  ,,Null,26,6
